sample_token,low_vis_object_count,mining_reason,safety_priority
dc53cf076d114df7bb59c2a0b3bc3154,5,low_visibility,critical
4e169e93acb346d59de1af7f2b4882e1,5,low_visibility,critical
614c6962e44240b1b0ebb3eb351fe0eb,5,low_visibility,critical
99f903d3f74a4f76a05a4f1e10e49329,5,low_visibility,critical
abf3d91d3c28407e80e3334fe89c03cb,5,low_visibility,critical
b902d29df24c4efda414a9a88ed57031,5,low_visibility,critical
41550a1f0b0548e5823b14d95e807c7d,5,low_visibility,critical
c631b61375a642b6b110f5bd5543ef7a,5,low_visibility,critical
4d4e4c0fd8ec49bdb12788e0a9ecbce3,5,low_visibility,critical
d7cb9aa06de1442d8e2a22d562045cb4,5,low_visibility,critical
fc8ed14d78fa4879898315f5dee21d38,5,low_visibility,critical
f2a6d0e38153467ba0d02706024e258d,5,low_visibility,critical
9c93690fc9e24ebc90906ed922159d75,5,low_visibility,critical
dcbe451d383e450786aaad04ab9d3790,4,low_visibility,critical
739b12938d0e410d9b8fc832dfad5510,4,low_visibility,critical
ed5b84e7ea6f434e99d7816b37d15f2f,4,low_visibility,critical
a5f101af325144bd8b8f67694766e255,4,low_visibility,critical
286532245ff646a9915070c8b402e487,4,low_visibility,critical
092051710b7b4d9294e98dcb3f0f7be1,4,low_visibility,critical
639a4120779f44bb9cf41be3e8612e36,4,low_visibility,critical
bc0040070bcc4233a057bb293f5f6444,4,low_visibility,critical
be1494c7762c43ca88010f366997a586,4,low_visibility,critical
312cd4d3bef1476a9211d3dab50dd0b7,4,low_visibility,critical
4aaaf68b9f9f45968a4e862eb03e17ea,4,low_visibility,critical
d148d50ba9be44bcb2105d8da47425b4,4,low_visibility,critical
a63038dfb41843eb8a14485d90c2fa35,4,low_visibility,critical
37bed8d646cd4f0f8eac519794dd8bd7,4,low_visibility,critical
4cd162f9083b47d0acd83129a6539c01,4,low_visibility,critical
db0173c29e1e43d1b5535f48e541efdf,4,low_visibility,critical
c0f7a7d51fbe46f9be8ca098da06b7fb,4,low_visibility,critical
a32166aff42946d39455fcbe502a321a,4,low_visibility,critical
7ca3502caf394d6d9c0a80b822b3ff48,4,low_visibility,critical
7f49d07afdf64212a4eea699cb5ab17c,4,low_visibility,critical
27749aa3de2545219186c61d4d415e1c,4,low_visibility,critical
f90292e4cdf647e1a8842baabdaafcec,4,low_visibility,critical
98fa81992fb04e799c329eca220e7164,4,low_visibility,critical
fe40762a54e1414da73de751877ad576,4,low_visibility,critical
daae21dc94b74898a7362922e8792415,4,low_visibility,critical
8336b62c3f6f4bb988c3865cc5df4446,4,low_visibility,critical
26f99f91a8e14038bd52aee4d00df394,4,low_visibility,critical
36aa1c0eeb50457b97911c3bd742a730,4,low_visibility,critical
3ff58ee0fc4748d9895300f02114aa56,4,low_visibility,critical
0a3abc33048d46f9bd78151d1df4b004,4,low_visibility,critical
ca0a3858c31e4281866e2b2a7f7c0db0,3,low_visibility,critical
c537fef0b4b241df92f44daa976fe5b3,3,low_visibility,critical
dd8d85a47000418e849e4cb2f2a3f45f,3,low_visibility,critical
d68668cb98fe4be5a00f58b5ac8a0a7d,3,low_visibility,critical
00889f8a9549450aa2f32cf310a3e305,3,low_visibility,critical
3d22d2c87c5b483a914c7e8125326013,3,low_visibility,critical
6d5d0e60cbf4429d8b6cfa055924e5ca,3,low_visibility,critical
1dba6570f0774b5cb87de6694bb338c0,3,low_visibility,critical
3e7ed5cf0b4541e4a0e1b109dfea89cf,3,low_visibility,critical
f1fd429830e3437db4ba03ba851f0015,3,low_visibility,critical
7df1288fed8a403b8e7a35112b392d7c,3,low_visibility,critical
7220a2aaebf347cda4efedc88dcae96e,3,low_visibility,critical
385d542a35384181bc1e69cfd2df0664,3,low_visibility,critical
ca6000b81f2b4b598502b1e93e334a1d,3,low_visibility,critical
6d1d793b68b24165be5755a54054c82a,3,low_visibility,critical
083240c8c70b44e4ac6fc7f267b1518f,3,low_visibility,critical
042f582eb2bb4231910918ba85f390d3,3,low_visibility,critical
3f2ddc9476eb475b8c46f777f508cedb,3,low_visibility,critical
2c77ee386aa0444aaf27140fe6cc8364,3,low_visibility,critical
eff61ec3657c4d1c9327e3fe6ca639d3,3,low_visibility,critical
023c4df2d451409881d8e6ea82f14704,127,dense_urban,high
0402e40724984f3b833496067d46c771,66,dense_urban,high
048a45dd2cf54aa5808d8ccc85731d44,71,dense_urban,high
050b2d9c4bb647b7ab4ee94bdb538e1d,25,dense_urban,high
056becbc0d5a46da8d59eebddedb47bb,62,dense_urban,high
05bc09f952ab4cf8b754405f20d503c5,52,dense_urban,high
05e993bd780241aabaa30dd2a0473286,28,dense_urban,high
06be0e3b665c44fa8d17d9f4770bdf9c,66,dense_urban,high
07175443e8444b8c8c4802fd004e33c1,65,dense_urban,high
07c29094cb6144aa889c16c52f762d79,62,dense_urban,high
07fad91090c746ccaa1b2bdb55329e20,49,dense_urban,high
083240c8c70b44e4ac6fc7f267b1518f,20,dense_urban,high
0915646e387b484785ae2b847ffdee2f,63,dense_urban,high
092051710b7b4d9294e98dcb3f0f7be1,23,dense_urban,high
0a0d6b8c2e884134a3b48df43d54c36a,49,dense_urban,high
0a3abc33048d46f9bd78151d1df4b004,24,dense_urban,high
0af0feb5b1394b928dd13d648de898f5,64,dense_urban,high
0bb62a68055249e381b039bf54b0ccf8,44,dense_urban,high
0cd661df01aa40c3bb3a773ba86f753a,123,dense_urban,high
0d0700a2284e477db876c3ee1d864668,45,dense_urban,high
0d6668bcb0644bbaaee81c17cc308845,22,dense_urban,high
0d7263a5b8264cad996582d6219ef1f2,60,dense_urban,high
0e837c21890a4515874247ceb3dbf5c3,57,dense_urban,high
0fa505e5dd804d3b9f9f076d23b28d6d,55,dense_urban,high
134ae8a8f5c340f9894a414fc0966af4,23,dense_urban,high
17723c0411434e48875a93de4db0ecba,28,dense_urban,high
17a9388ec4b04e028b4d07af2cc3a45c,26,dense_urban,high
1923316323b44b86b3389178fb026db6,27,dense_urban,high
19f02e3faab4412988f28d419e1727fa,23,dense_urban,high
1c9a906c40f6417bbe1cea06d6e55501,57,dense_urban,high
1ddf7a48af3d43be8763f154974f09ce,22,dense_urban,high
1e0d1b76ea134c7db0592c4510f5e737,59,dense_urban,high
1e3d79dae62742a0ad64c91679863358,137,dense_urban,high
1fc26189c2524ef396e5ce6cc210c1cd,26,dense_urban,high
2021b6b367984ad7b18464a550d0ae8d,46,dense_urban,high
21342b260f964064855aa8ad1e741a22,61,dense_urban,high
236f1ecb6ee7459d918cd011831674d6,25,dense_urban,high
23799328f65843fc9e0c71f2bfbe90ef,44,dense_urban,high
252b65dd79ce4712af1b898b64ea3b98,55,dense_urban,high
2578329fc3ae484bb23ef766808f4be5,37,dense_urban,high
25a4a6aa9096458285cba35c950f2717,24,dense_urban,high
2690c36281244c06b709e9f4eeb1317a,25,dense_urban,high
26f99f91a8e14038bd52aee4d00df394,23,dense_urban,high
273c930b3f384bd58b2bbae02fe81d1e,37,dense_urban,high
27749aa3de2545219186c61d4d415e1c,23,dense_urban,high
27900b9c3cfb48ed8b49087098d4a15a,51,dense_urban,high
281b92269fd648d4b52d06ac06ca6d65,44,dense_urban,high
29796060110c4163b07f06eff4af0753,21,dense_urban,high
29e056fc277543c9bc42310b122c640e,87,dense_urban,high
2afb9d32310e4546a71cbe432911eca2,141,dense_urban,high
2c77ee386aa0444aaf27140fe6cc8364,25,dense_urban,high
2e024439286d469f8f743fe9266c0e56,73,dense_urban,high
2e96e4ef43624c3d9ae8fd5526444fa8,21,dense_urban,high
2ff86dc19c4644a1a88ce5ba848f56e5,148,dense_urban,high
312cd4d3bef1476a9211d3dab50dd0b7,21,dense_urban,high
313a60afcab5481a94a4815e0d1a6496,51,dense_urban,high
31812a5e8d514b5f8d2fbc50fc007475,50,dense_urban,high
32e2619879854a83953c08ec8557f3bb,49,dense_urban,high
356d81f38dd9473ba590f39e266f54e5,86,dense_urban,high
35833ae5808e4ef186d1fdebac3d9cf6,41,dense_urban,high
36aa1c0eeb50457b97911c3bd742a730,23,dense_urban,high
372725a4b00e49c78d6d0b1c4a38b6e0,72,dense_urban,high
37535cd306954669a2b21578573b93e3,50,dense_urban,high
378a3a3e9af346308ab9dff8ced46d9c,125,dense_urban,high
37bed8d646cd4f0f8eac519794dd8bd7,20,dense_urban,high
385d542a35384181bc1e69cfd2df0664,21,dense_urban,high
38a28a3aaf2647f2a8c0e90e31267bf8,64,dense_urban,high
3950bd41f74548429c0f7700ff3d8269,30,dense_urban,high
39586f9d59004284a7114a68825e8eec,78,dense_urban,high
39bc0a6b3692446d8ba3bde3d6a0774e,61,dense_urban,high
